C_CUSTKEY	C_NAME	C_ADDRESS	C_NATIONKEY	C_PHONE	C_ACCTBAL	C_MKTSEGMENT	C_COMMENT
166	Customer#000000166	15HWGtwoP77EJfd95HxtMSTZUelV8NOKne2	10	20-320-530-5920	2042.21	FURNITURE 	furiously final sauternes dazzle furiously. blithely express requests wake quickly. carefully pending foxes wake. re
167	Customer#000000167	QNc2eOlRIzL6jpthwgDuB866uCIUPiOX	5	15-288-395-5501	1468.09	AUTOMOBILE	furiously regular packages wake. final packages above the requests cajole quickly along the
168	Customer#000000168	GDcL5qU86P8,oaTwVBCLE6asM8rlxpE,211uziU	12	22-354-984-5361	-808.56	FURNITURE 	blithely express pinto beans after the permanently s
169	Customer#000000169	NjhmHa7xrcjE	18	28-362-499-3728	4483.83	FURNITURE 	furiously pending dugouts use furiously unusual, regular deposits. carefully regul
170	Customer#000000170	5QmxmYubNhn6HAgLwTvphevM3OmpZTGsM	15	25-879-984-9818	7687.89	BUILDING  	furiously final packages run fluf
171	Customer#000000171	RIhjJCrth89EU7xRSvN	7	17-513-603-7451	2379.91	MACHINERY 	fluffily silent instructions wake. thinly pending depths are bl
172	Customer#000000172	KwgdKUL1G2WacsMNF50yX	22	32-178-964-1847	1134.4	MACHINERY 	pinto beans sleep furiously even accounts. furiously even deposits according to the inst
173	Customer#000000173	Aue7KVz,FinSHpov Vk5ed,wSQ2BRSioJ0	9	19-443-196-8008	845.84	BUILDING  	accounts doubt blithely unusual platelets. packa
174	Customer#000000174	R5 fCPMSeDXtUpp5Ax	23	33-845-455-8799	1944.73	FURNITURE 	even requests are carefully. regular instructions are carefully across the bold foxes. slyly 
175	Customer#000000175	8YK1ZyTqoY3wMWnExl4itPMLL793GpEZb6T	10	20-427-617-9922	1975.35	FURNITURE 	furiously special dolphins boost carefully. quickly final a
176	Customer#000000176	9hBepY2uz88HlCqToOLgeU770u81FeL	13	23-432-942-8830	-375.76	FURNITURE 	furiously express accounts cajole. furiously unusual instructions thrash above the pinto bean
177	Customer#000000177	6wzEKPyZE9dmBCJZ8e7x7fiiK,k	1	11-917-786-9955	7457.5	BUILDING  	quickly regular theodolites was 
178	Customer#000000178	p HUSDg8Cgan4Fj8Drvcdz4gi4dSqV0a7n 0ag	21	31-436-268-6327	2272.5	FURNITURE 	blithely express pinto beans do haggle. slyly ironic deposits wake carefully about the fin
179	Customer#000000179	djez3CWg0nnCiu60jsF	4	14-703-953-2987	-43.08	MACHINERY 	carefully ironic platelets grow furious
180	Customer#000000180	DSGW3RFoYJE opVw,Y3wGCGcNULZi	13	23-678-802-2105	-92.58	FURNITURE 	blithely ironic accounts are fluffily. i
181	Customer#000000181	YNviWd WrRkZvSw1OxIewBq	9	19-653-305-8440	3929.96	FURNITURE 	furiously ironic foxes cajole to the idly bold accounts. slyly silent pinto beans sleep quickly among the careful
182	Customer#000000182	tdwvgepG316CCTHtMaF8Q	3	13-199-211-9023	4810.22	AUTOMOBILE	requests wake. quiet, final packages sleep carefully-- final packages use slyly against the blithely special de
183	Customer#000000183	aMAB2QSb8 86MAx	22	32-771-279-8154	4419.89	HOUSEHOLD 	fluffily ironic deposits poach about the blithely pending courts. ironic, final pinto beans affix. pending,
184	Customer#000000184	uoOpBuRr42f1WIqnVYAhxbAA9bkK6HUGpOt	21	31-739-340-5476	170.46	AUTOMOBILE	ironic, even dependencies wake sl
185	Customer#000000185	iHXzQgienOQ	5	15-760-572-8760	2788.76	BUILDING  	final somas promise. furiously regular deposits cajole furiously. final deposits wake abo
186	Customer#000000186	BeVr6MzaobBENXRBC8pmOmkByMJI	3	13-518-743-2576	8737.5	HOUSEHOLD 	furiously even requests haggle carefully alongside of the blithe
187	Customer#000000187	OIlgR6oIRXV5g63q5YGudCjRD8kpod2p	4	14-716-294-6674	-774.22	FURNITURE 	blithely regular pains wake. quickly regular platelets according to the deposits affi
188	Customer#000000188	58Srs6gEEoD3ZfwgXDM1OayRiaSY6K9YsveWwV	5	15-613-528-7811	9533.37	BUILDING  	quickly regular asymptotes engage among the slyly silent instruc
189	Customer#000000189	r51HSq Rg8wQgF1CBfG1Vbye3GK	22	32-980-348-1114	-594.05	MACHINERY 	furiously careful accounts are. even requests wake carefully dependencies. furiously regular deposits alongside of
190	Customer#000000190	F2X,GhSqLz8k u0gWsirsraFaEDEo6vIGtOTaO1T	11	21-730-373-8193	1657.46	AUTOMOBILE	even Tiresias serve blithely. deposits could have to mold slyly. even, busy c
191	Customer#000000191	P1eCXsPWkv2y6ENQv	16	26-811-707-6869	2945.16	BUILDING  	pending, unusual requests according to the ironic accoun
192	Customer#000000192	rDmB2c9d1BJQ y6R9jTx86YI77D	10	20-750-712-2481	8239.96	MACHINERY 	unusual, regular instructions nag furiously f
193	Customer#000000193	dUT4dtsPTZ6ZpkWLc,KGJCHY6JDJgPFH4	23	33-182-978-6287	8024.55	MACHINERY 	even instructions wake silent packages. fluffily final requests are regularly. packages breach 
194	Customer#000000194	mksKhdWuQ1pjbc4yffHp8rRmLOMcJ	16	26-597-636-3003	6696.49	HOUSEHOLD 	pending asymptotes doze carefully along the unusual, regular accounts. regular foxes boost. 
195	Customer#000000195	WiqQD8hscyKekjMcSBA7AX 0AbxvBV	22	32-757-684-6845	4873.91	AUTOMOBILE	final, regular dolphins sleep even, final theodolites. quickly slow orbits nag. 
196	Customer#000000196	68RstNo6a2B	18	28-135-177-2472	7760.33	FURNITURE 	furiously ironic deposits cajole slyly special,
197	Customer#000000197	UeVqssepNuXmtZ38D	1	11-107-312-6585	9860.22	AUTOMOBILE	regular, ironic packages about the s
198	Customer#000000198	,7fcZHIUn,fUaQtK8U,Q8	1	11-237-758-6141	3824.76	AUTOMOBILE	even, unusual instructions haggle slyly furiously ironic requests. regular accounts
199	Customer#000000199	lBU3xll,a7e9TYm3 UyjDPCVMvnHKpq,9HW1X	4	14-136-924-5232	7654.31	FURNITURE 	carefully even requests sleep pending accounts. regular, regular ideas are blithely against the busy, spe
200	Customer#000000200	x1 H5c66DUgH2pgNTJhw6eZKgrAz	16	26-472-302-4189	9967.6	BUILDING  	slyly pending sentiments are against the e
201	Customer#000000201	yWLtmd5usyjsCvyL1QJsBorC	2	12-759-183-9859	4614.4	MACHINERY 	final instructions cajole blithely. final packages wak
202	Customer#000000202	Q0uJ1frCbi9yvu	7	17-905-805-4635	2237.64	AUTOMOBILE	express, daring accounts impress blithely after the slyly silent accounts. unusual foxes must have to cajole pla
203	Customer#000000203	2fRlubh lWRinCs1nimADdn	1	11-886-563-6149	7960.63	MACHINERY 	regular, regular instructions integrate slyly pinto beans. even instruc
204	Customer#000000204	7U7u2KryFP	6	16-761-837-4820	-627.76	BUILDING  	ideas are fluffily on the final accounts. slyly bold theodolites affix slyly regular depo
205	Customer#000000205	jOTQBGb nhfBMu3,LIN62WogLDBO0w	12	22-356-437-1311	7161.52	BUILDING  	regular, unusual instructions alongside of the final pinto beans
206	Customer#000000206	xsg,ehRHS5OKqyBR5YtoPm8myz	9	19-976-832-3312	-274.79	AUTOMOBILE	slyly bold decoys are around the final accounts-- doggedly pending requests against the furiously regular p
207	Customer#000000207	ewz5JNnxJPmPGY	21	31-562-675-6475	-439.98	AUTOMOBILE	quickly unusual packages haggle carefully besides the furiously even braids. careful
208	Customer#000000208	Abye1MwcNfY0KO6yqv,Wwe	19	29-859-139-6234	6239.89	MACHINERY 	accounts boost carefully. ironic, regular packages around the pending deposits sle
209	Customer#000000209	iBvmxOZV3qXMYQW3W4Oo7YFhdV	16	26-207-121-7721	8873.46	FURNITURE 	furiously unusual packages sleep carefully about th
210	Customer#000000210	13cFL9sG1nrGERURN9WZI0	20	30-876-248-9750	7250.14	HOUSEHOLD 	slyly ironic deposits affix carefully slyly regular dolphins. quickly re
211	Customer#000000211	URhlVPzz4FqXem	13	23-965-335-9471	4198.72	BUILDING  	instructions lose carefully against the carefully expres
212	Customer#000000212	19U0iZ3GtDdrsn	7	17-382-405-4333	957.58	BUILDING  	furiously permanent instructions sleep 
213	Customer#000000213	NpqMYBhBcWk8mnEta	24	34-768-700-9764	9987.71	HOUSEHOLD 	final packages poach final, special packa
214	Customer#000000214	MpCwhcLrbcIM7AeKS9tRM09by	8	18-180-678-6165	1526.59	MACHINERY 	regular, unusual asymptotes should kindle slyly ironic pl
215	Customer#000000215	8H76xbBhde HY70BrYqGEFmVPXqlm8pgjjxh	9	19-564-446-4758	3379.2	FURNITURE 	regular theodolites cajole carefully. blithely even pinto beans are carefully. even accounts detect against the 
216	Customer#000000216	LXH7wSv4I6GG6TAkLOyLcMh559a8Y	21	31-296-111-5448	-776.08	FURNITURE 	unusual packages are thinly. unusual, ironic f
217	Customer#000000217	YIy05RMdthrXqdfnNKud	23	33-159-298-3849	378.33	AUTOMOBILE	furiously even foxes wake iron
218	Customer#000000218	 V1FCIeSseuyNGYfHS Rx0,sc4IsBfReV	4	14-480-931-8567	9541.19	MACHINERY 	notornis are furiously ironic pinto beans. quickly ironic pinto beans
219	Customer#000000219	eTjiL01eyoKiAe2WQoz3EpPg2lvSLeOu2X2wyxK	11	21-159-138-6090	9858.57	AUTOMOBILE	furiously regular pinto beans nag furiously blithely pending pinto beans. blithely express packages
220	Customer#000000220	TbUHVhkttz	16	26-201-301-7371	9131.64	BUILDING  	pending accounts in place of the daringly re
221	Customer#000000221	ripNyyPOewg8AahnZlsM	16	26-351-738-1001	1609.39	BUILDING  	ironic, silent asymptotes wake blithely even accounts. s
222	Customer#000000222	gAPkFjwxX1Zq 2Yq6 FIfLdJ4yUOt4Al7DL18Ou	1	11-722-672-5418	8893.76	BUILDING  	instructions after the regular foxes
223	Customer#000000223	ftau6Pk,brboMyEl,,kFm	20	30-193-643-1517	7476.2	BUILDING  	carefully regular deposits boost after the even foxes. slyly even requests haggle. 
224	Customer#000000224	4tCJvf30WagGfacqcAqmfCptu2cbMVcj2M7Y0W	15	25-224-867-3668	8465.15	BUILDING  	furiously pending excuses about the ironic excuses are quickly slyly silent foxes. ideas c
225	Customer#000000225	2HFk1E0fmqs	13	23-979-183-7021	8893.2	AUTOMOBILE	furiously regular requests across the regular, ironic foxes wake express, final pinto 
226	Customer#000000226	ToEmqB90fM TkLqyEgX8MJ8T8NkK	3	13-452-318-7709	9008.61	AUTOMOBILE	ironic, regular accounts are quic
227	Customer#000000227	7wlpEBswtXBPNODASgCUt8OZQ	13	23-951-816-2439	1808.23	MACHINERY 	platelets nag fluffily against the slyly regular deposi
228	Customer#000000228	A1Zvuxjdpt8TZP6i41H3fn9csGqOJUm5x0NIS1LA	20	30-435-915-1603	6868.12	FURNITURE 	fluffily ironic deposits along the blithely final platelets boost carefully accounts. furiously regular accounts s
229	Customer#000000229	Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG	1	11-243-298-4029	7568.07	BUILDING  	blithely express excuses haggle quic
230	Customer#000000230	CnR8xt3MYqID0tiHwYh	21	31-744-950-8047	1682.83	MACHINERY 	even, regular theodolites nod always at the ruthlessly pending p
231	Customer#000000231	WFOhG9Z9ohRdsyuYnPvBSv	10	20-825-880-1065	283.55	BUILDING  	evenly even theodolites serve around the daring pinto beans. req
232	Customer#000000232	oA9o,3YOXu2rzKONdd,cxpqCFXUv5kuxBYKp	22	32-283-563-2674	554.71	HOUSEHOLD 	ideas eat furiously carefully special instructions
233	Customer#000000233	mFm45wZ7rV4VIbEE1F4	3	13-574-104-3221	3998.24	FURNITURE 	sometimes idle deposits sleep furiously. blithely express accounts n
234	Customer#000000234	ILyuJbixVmrNEVxsfQOMFxByySs	18	28-243-424-1393	8383.51	AUTOMOBILE	bold ideas affix among the ironic instructions. final instructions nag carefully according to the carefully unusual 
235	Customer#000000235	bp0rIBMh4fMdQnHBmMnB	3	13-350-790-6416	754.41	AUTOMOBILE	slyly silent theodolites nag. slyly careful packages cajole carefully. furiously pending package
236	Customer#000000236	kcW,mM0rhIstAcVaol1,6DVkS FPKlhY	14	24-808-967-4503	5384.59	AUTOMOBILE	pending dependencies sleep? final, ironic packages wake furiously according to the slyly ironic depos
237	Customer#000000237	R dtznB5ocPPo	19	29-414-970-5238	-160.02	HOUSEHOLD 	slyly regular requests nag slyly platelets. blithely even requests 
238	Customer#000000238	tE0lVKK3tz5AG2 Hal2XHwE485g5MX7	16	26-307-925-1236	3482.32	HOUSEHOLD 	furiously regular ideas sleep. regular hockey players
239	Customer#000000239	w8eRmMOmUTjVOkucbfcGDh2AqCixTOC	9	19-699-117-6988	5398.77	FURNITURE 	slyly even accounts above the carefully ironic i
240	Customer#000000240	SXfeEOwRZsXArtY3C5UWqXgLcJBAMmaynaTJs8	9	19-756-548-7835	7139.68	MACHINERY 	slyly regular courts cajole furiously furiously express instructions. furiously even 
241	Customer#000000241	FBuwHkPR450PvnZnAezcaeMaS,hX3Ifdk	9	19-344-614-2207	6569.34	AUTOMOBILE	slyly careful dependencies cajole quickly quickly final packages. carefully
242	Customer#000000242	apgzK3HWAjKHFteJ16Tg3OERViesqBbx	3	13-324-350-3564	1975.41	MACHINERY 	carefully express ideas nag final requests. slyly daring accounts cajole slyly blithely pend
243	Customer#000000243	te2FOn8xJzJinZc	7	17-297-684-7972	620.73	AUTOMOBILE	excuses doze slyly after the quickly unusual platelets. regular packages eat quickly. packages haggle according to 
244	Customer#000000244	FBVbCpEVaFaP8KogqQO2VuXeVx	15	25-621-225-8173	2506.38	HOUSEHOLD 	blithely silent requests are quickly along t
245	Customer#000000245	IseFIO7jTGPTzAdZPoO2X4VX48Hy	12	22-952-232-2729	3720.15	MACHINERY 	express, final ideas across the ironic, busy ideas should have to use after the slyly ironi
246	Customer#000000246	WrRUR0ds6iypmopww9y9t0NJBRbke78qJm	15	25-608-618-2590	9584.96	AUTOMOBILE	ironic requests haggle slyly. slyly bold requests nag furiously unusual requests. regular, 
247	Customer#000000247	N8q4W4QQG2mHY47Dg6	20	30-151-905-3513	8495.92	HOUSEHOLD 	slyly even theodolites alongside of the ironic deposits poach blithely above the slyly regular packages. bold
248	Customer#000000248	mgT15r8asLyaED	10	20-447-727-8914	8908.35	FURNITURE 	even, regular accounts cajole blithely except the unusual pinto bean
249	Customer#000000249	0XE2fhX7j2uivaHBrFuRl1NoJnaTSIQT	3	13-226-455-7727	-234.01	MACHINERY 	blithely special packages hang carefully. blithely pending instructions cajole blithely spec
250	Customer#000000250	9hif3yif6z8w8pW88F755PU7uz	16	26-464-852-1461	2869.97	FURNITURE 	blithely regular sauternes integrate
251	Customer#000000251	Z9fdQmv07C3k hxwt9nchhuQiqC4wox85se8EW7L	13	23-975-623-5949	9585.32	HOUSEHOLD 	slyly unusual deposits wake furiously
252	Customer#000000252	db1bPFF xUkJYzvE3cBtqYeDn2 u	16	26-330-347-9201	3561.74	FURNITURE 	quickly final dugouts eat quickly regular packages. ironic theodolites wake above the foxe
253	Customer#000000253	naGyIRPFPH E	15	25-461-140-9884	9139.52	AUTOMOBILE	regular packages among the blithely brave requests wake finally
254	Customer#000000254	vQ,pEzMQaFgJzK4TJ2eA	1	11-451-622-6325	1915.35	MACHINERY 	final ideas cajole carefully. quickly bold instructions haggle slyly against the slyly 
255	Customer#000000255	I8Wz9sJBZTnEFG08lhcbfTZq3S	3	13-924-679-8287	3196.07	BUILDING  	carefully unusual pinto beans play furiously carefully pending ideas. even dependenc
256	Customer#000000256	eJ6AggYh80JMEzZNwYK4CIC2flT	10	20-229-271-4429	1299.92	HOUSEHOLD 	deposits cajole. fluffily express accounts wake slyly about the blithely e
257	Customer#000000257	LyIa26EXYaSU	7	17-816-687-2155	-339.85	AUTOMOBILE	furiously regular requests cajole blithely
258	Customer#000000258	7VbADek8qYezQYotxNUmnNI	12	22-278-425-9944	6022.27	MACHINERY 	furiously regular pinto beans at the special, express packages wake quick
259	Customer#000000259	kwh9i86Wj1Zq14nwTdhxapIkLEI	5	15-907-674-2046	3335.29	HOUSEHOLD 	quickly final dolphins are carefully final pinto beans. furiously u
260	Customer#000000260	CrHY2zx4vner4	1	11-708-529-9446	9196.11	MACHINERY 	quickly bold dependencies sleep slyly blithely regular accounts. furiously daring re
261	Customer#000000261	dXkVi8qahjP	12	22-494-898-7855	7094.22	AUTOMOBILE	unusual, pending accounts affix. final, regular instructions sol
262	Customer#000000262	DcUOAFBxMu8oGKvIqbDx7xgeZ	4	14-698-169-5201	1561.8	AUTOMOBILE	blithely even ideas wake. express platelet
263	Customer#000000263	Y2pxeGWkTyaq,0RCzIbZ3	1	11-276-906-3193	1162.03	FURNITURE 	ironic, regular theodolites above the 
264	Customer#000000264	24Akixb4hqpRD	11	21-881-683-3829	3195.83	MACHINERY 	blithely even theodolites x-ray. slyly even somas haggle f
265	Customer#000000265	sthiqpj6CPAKbD7BBSz9ulRuF9d,ebfaiTc	17	27-716-734-2046	8275.8	MACHINERY 	carefully special instructions boost quickly toward the
266	Customer#000000266	VSIEruiMdDvjDaTQxkuK60Yw3AGxO	0	10-474-243-3974	5481	HOUSEHOLD 	carefully ironic deposits believe carefully even instructions; un
267	Customer#000000267	el7 bYzj1USp6T5i3KpfZ43jKegbdO,Jd69	15	25-402-954-8909	3166.94	AUTOMOBILE	bold accounts around the blithely regular deposits sleep according to the quickly ironic foxes. platelets nod 
268	Customer#000000268	tkSLQoOpfOa601itad05EcN0UmhjZXdyKRc0r	3	13-720-469-5207	6821.01	MACHINERY 	final, bold requests print blithely special asymptotes. bold, even instructions cajole. slyly special id
269	Customer#000000269	J7kLF9iPOQA 7CVwAmQRpwfZPDJ2q5Seu2Vj1gh	14	24-570-874-6232	7667.35	MACHINERY 	regular, special deposits sleep carefully about the fluffily ironic platelets. final packages are acr
270	Customer#000000270	,rdHVwNKXKAgREU	7	17-241-806-3530	9192.5	AUTOMOBILE	never express theodolites snooze permanently across the bold, regular platelets. regular, regular requests sleep r
271	Customer#000000271	O,HceV3 XE77Yx	6	16-621-282-5689	1490.35	MACHINERY 	blithely final deposits cajole carefully silent requests.
272	Customer#000000272	 YDjKpjXEe0A6rDE	2	12-324-877-9650	-746.03	MACHINERY 	fluffily unusual theodolites instead of the express, express not
273	Customer#000000273	sOA,alhAw1juArjRLOd	2	12-197-772-5736	-675.05	FURNITURE 	packages haggle fluffily according to the regular theodolites. deposits according to the special foxes haggle
274	Customer#000000274	adesXwNumnPqsKgsE1groEAwdKNgZ	19	29-330-389-1442	4425.42	FURNITURE 	bold, even requests across the packages believe car
275	Customer#000000275	M1UCTKrZLOgSyr	22	32-194-864-6861	5067.31	AUTOMOBILE	quickly ironic dependencies detect. final, bold requests sleep furiously re
276	Customer#000000276	iSWxETEMKe5cF	16	26-716-357-3851	2292.67	AUTOMOBILE	fluffily bold warthogs wake according to the sil
277	Customer#000000277	BWGsQevHk0BfRJV3RRB ElFc	23	33-696-831-5394	8876.1	BUILDING  	even platelets after the gifts wake fluffily blithely
278	Customer#000000278	4jqLjG 2aeYMFEJi	20	30-445-570-5841	7621.56	BUILDING  	even, even ideas cajole regularly along the accounts.
279	Customer#000000279	9t2Wo1jK1TYnDGg6ODSMGf1W9hRT3F3VK5zxJOC	9	19-220-605-9025	9663.23	AUTOMOBILE	slyly silent requests use furiously. express ideas above the slyly unusual asympt
280	Customer#000000280	3fDiGmN64En0ei	11	21-537-461-3965	3952.84	BUILDING  	even foxes after the fluffily even foxes sleep furiously sl
281	Customer#000000281	x5gJ8IGm2Fo9Jigt	6	16-809-382-6446	4361.7	BUILDING  	pending, regular dolphins need to sleep carefully. unusual, final accounts nag around the furiously even a
282	Customer#000000282	wcCc, y1996DnOwnXu1i	18	28-251-599-2415	1125.45	HOUSEHOLD 	carefully pending deposits sleep
283	Customer#000000283	jysHDuTKUKYEjdBhtI LqTttTp 7i2kvx1 O3A	7	17-111-303-1282	4450.03	AUTOMOBILE	regular patterns around the blithely ironic theodolites use at the fluffily expre
284	Customer#000000284	2ZgAkaBgb6aigORfIfUd3kHbPi42	6	16-161-235-2690	593.52	AUTOMOBILE	carefully regular foxes detect against the slyly ironic requests. slyly even foxes sleep carefully spec
285	Customer#000000285	ApUL7bgFMUXGXewpoQyQOSnLeL9Vc1rrkW 	20	30-235-130-1313	7276.72	FURNITURE 	furiously even accounts use; slyly bold theodolites about the regular deposits integrate a
